perfume_name,description,image,brand,brandid,gender,product_type,character_x,fragrance_family,size,year,concentration,top_note,middle_note,base_note,language,file_format,image_resolution,similar_perfumes
Batalat Moroccan Normal Oud - 28 g,"A new aromatic freshness, Arabic and oriental in the air, with the scent of the natural Moroccan oud, which increases the luxury of your home in the hearts of everyone around you
About the brand:
Batalat is one of the largest elegant Arab perfume companies that come to you from the Kingdom of Saudi Arabia, which has a large number of aromatic blends distinguished by an oriental character with Western touches to satisfy the high tastes of its customers",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/2/1/21gs100137-batalat-batalat-moroccan-normal-oud.png,Batalat,53,Unisex,Perfume,Charismatic,Oriental,100 ml,2017,Eau de Parfum,Rose,Saffron,Oud,en,png,750x750,"Batalat Mubkhara Smart, Wadi Halfa Square Wooden Incense Burner - Decorated With Crystals, Lancome Maison Oud Ambroisie EDP"
Tom Ford Sole Di Positano,"It is a floral, citrus fragrance that was launched in 2017. It opens its notes with citrus fruits such as Calabrian bergamot, bitter orange, mandarin, and lemon. The Mediterranean idyll and sunny atmosphere are captured in the heart of the perfume with notes of shiso leaf, orange blossom, ylang-ylang, jasmine, lily of the valley, and neroli. The base ends with a dose of green moss. It is available in a 100ml Eau de Parfum bottle.
About the brand:
Tom Ford is an American brand that was created in 2005 focusing on fashions, accessories, and eyewear. It also formed a partnership with EstÃƒÂ©e Lauder that same year to develop fragrances and cosmetics. It produced its first fragrance in 2006 (Black Orchid). The brand now has more than 100 perfumes in the market.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/8/888066066471-tom-ford-tom-ford-sole-di-positano-_u_-edp-250-ml-splash-1.jpg,Tom Ford,353,Unisex,Perfume,Extravagant,Citrus,100 ml,2017,Eau de Parfum,"Petitgrain, Bitter Orange, Bergamot, Lemon, Mandarin Orange","Lily-of-the-Valley, Ylang-Ylang, Neroli, Jasmine, Orange Blossom, Shiso",Moss,en,png,750x750,"Paris Hilton Bling Collection Parfum Spray, Tous Les Jours Perfume Day 402, Hermes Le Jardin De Monsier Li EDT"
Creed White Flowers,"Created in 2011 to mark the brand Creed's 250th anniversary, Creed White Flowers perfume for women captures the purity and intoxication of bright, fruity botanicals in its top notes of green apple, violet leaves, and fresh lemon. Middle notes of spicy geranium, lush rose, and exotic jasmine reveal the lush, titular white florals. Foundational notes of sandalwood and musk are joined by a lingering floral coda of narcissus. A gorgeous trail of refined femininity follows the wearer of this delightful fragrance. Creed White flowers is a complex and impressive blend of floral scents designed to make you feel heavenly.
About the brand:
A British multinational perfume house, Creed started off as a tailoring house in the 1700s. In the 1900s, Olivier Creed released the brand's first eponymously named fragrance, a traditional Eau de Cologne with a matching aftershave, marking Creed's first official foray into the world of fragrances. Today, the brand is considered as one of the most influential fragrance brands in the world.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/5/3508440752055_creed_creed_white_flowers_edp_75_ml_1.jpg,Creed,95,Women,Perfume,Romantic,Floral,75 ml,2016,Eau de Parfum,"Violet Leaves, Green Apple, Lemon","Jasmine, Geranium, Rose","Musk, Sandalwood, Narcissus",en,png,750x750,"Creed White Flowers, No. 4711 Echt Kolnisch Wasser Floral Collection Rose EDC, Giorgio Armani Ocean Di Gioia EDP"
Laboratorio Olfattivo Tonkade EDP,"-An amazing fragrance blend for modern men and women who love to acquire the latest fashion and elegance.
-The fragrance blend enhances your look and highlights its glowing beauty with spicy pepper and warm woods.
-The fragrance is based on a dark and mysterious base of woods and vanilla coated with intense drops of enchanting musk and amber.
-The fragrance accompanies you on all different occasions and changes your looks to represent a whole world of beauty and amazing aromatic elegance.
About the brand:
Laboratorio Olfattivo is a well-known Italian brand specialized in perfumes. It was based in Rome and offers a various set of the most luxurious and finest Western perfumes, which are sold in many countries around the world. In 2009, Daniela Cone and Roberto started the project ""Laboratorio Olfattivo"" to offer a wonderful collection of home fragrances and a range of personal care products. Roberto Drago seeks through his creativity-based project to tell a story with every new fragrance to be able to bring back memories.",https://www.mysc.nl/upload/cms/202010/1602250190_tonkade.jpg,Laboratorio Olfattivo,208,Unisex,Perfume,Natural,Woody,100 ml,2017,Eau de Parfum,"Bergamot, Cardamom, Szechuan Pepper, Pink Pepper","Ylang Ylang, Geranium, Rose","white musk, Atlantic cedar, fir balsam",en,jpg,567x567,"Guerlain Idylle Old Edition, Vertus Oriental Rose EDP, The Different Company After Midnight Refill - 100 ml"
Bvlgari Splendida Patchouli Tentation,"It's a chypre floral fragrance for women that makes you feel seductive and charming. Its amazing notes of patchouli blended with white peach, Morris, and musk will spread your freshness wherever you go, so your feminine touch is noticed everywhere you go.
About the brand:
Bvlgari is an ancient Italian perfume house founded by Sotrios Voulgary in Italy in 1884 and has replaced the letter ""U"" with the letter ""V"" in the name of the company following the old Latin language which is the language of his native country Greece, and opened the first outlet for perfumes produced in 1905 in Via de Condotti where he presented a collection of the most luxurious and elegant men and women perfumes, and soon became famous and opened sales outlets in the international markets in New York, Geneva and others around the world.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/8/783320411175-bvlgari-bvl-splendida-patchouli-tentation-50ml-edp-1.jpg,Bvlgari,70,Women,Perfume,Romantic,Floral,50 ml,2020,Eau de Parfum,"Patchouli, white peach","patchouli, orris","Indonesian patchouli leaf, white musk",en,png,750x750,"Penhaligon's As Sawira EDP, Thameen Fragrance The Cora Essentials Set (EDP 50ml + Hair Fragrance 50 ml + Body Lotion 100ml), Elie Saab Le Parfum In White"
Goutal Paris Vanille Exquise EDT,"The fragrance announces itself like the rays of the afternoon sun that slip through the folds of your curtains in a scene of peace and serenity.
Almond mixed with a hint of vanilla that covers your skin with a soft velvety scent and gives you a delicate and soothing sensation.
A fragrance that captures the attention and boosts your attractiveness and your feelings of intimacy till the end of the day.
The fragrance reveals your presence from the first moments. The scent is strong and intense, thus will accompany you on your journey throughout the day.
About the brand:
Goutal Paris is a perfume brand created by Annick Goutal Paris. In 1981, the first boutique opened in Paris and quickly won over the society of connoisseurs and artists. Drawing from nature's rare olfactory combinations, Annick Goutal Paris creates a style of her own that exudes delicacy and radiance. Her first creation, L'Eau d'Hadrien, composed in the eighties, with her latest perfumes in 2020, as a pioneer of Niche Perfumery.",https://cdn.shopify.com/s/files/1/0264/3909/0222/files/Goutal_22_-_Gamme_-_Vanille_Exquise_EDT_-_Flacon_-_100ml_-_BD_-_blog.jpg?v=1663159819,Goutal Paris,148,Women,Perfume,Sophisticated,Woody Oriental,100 ml,2004,Eau de Toilette,"Angelica, Sandalwood, Guaiac Wood, Almond, Vanilla","Gold: Mandarin Orange, Coriander, Orange Flower, Tobacco Flower, Almond Flower, Patchouli, Musk","Patchouli, Oakmoss, Rose",en,jpg,1253x1000,"Tous Les Jours Perfume Day 110, Bvlgari Splendida Magnolia Sensuel, Loewe Aura Loewe Floral"
Chanel Boy Chanel EDP,"About the fragrance:
It is designed for men and women with high taste and a free spirit.
A luxurious and sexy aromatic blend that enhances your sense of confidence and provides you with the highest levels of elegance and sophistication.
Don't hesitate to add beauty and aromatic luxury to your day with the aromas of roses and lavender.
The warm soft delicate notes at the end help you to get a sense of comfort and relaxation.
About the brand:
Chanel needs no introduction; its high-quality and captivating collections of perfumes and fragrances for men and women are loved in every part of the world. Chanel has excelled in haute couture and ready-to-wear clothes, luxury goods, and fashion accessories. Chanel has also introduced a collection of watches and luxury jewelry.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/1/3145891223507-chanel-chanel-les-exclusifs-de-chanel-boy-_w_-edp-200-ml.png,Chanel,84,Women,Perfume,Charismatic,Oriental,200 ml,2016,Eau de Parfum,"Lemon, Grapefruit, Lavender","Roses, Orange Blossoms, Geranium","Moss, Coumarin, Vanilla, Sandalwood, Heliotrope, White Musk",en,png,750x750,"Alsalman Group For Oud Glory Orange EDP, Jimmy Choo Blossom Special Edition EDP, Hugo Boss Boss Nuit Pour Femme"
Van Cleef & Arpels Orchid Leather EDP,"An aromatic blend that adds a new chapter of your interesting life story.
The glowing scents of cardamom and labdanum are scattered around you to express your special presence and announce the magic of your look.
The fragrance notes are enhanced by a soft vanilla breeze to add to the scent's softness and infinite delicacy.
The fragrance highlights the mysterious winter and autumn nights to boost feelings of love and admiration in the hearts of everyone around you.
About the brand:
Van Cleef & Arpels is a French luxury jewelry, watches and perfume company. It was founded in 1896 by Alfred Van Cleef and his father-in-law, Salomon Arpels, in Paris. Their products often feature flowers, animals and fairies, and have been worn by fashion icons such as Farah Pahlavi, The Duchess of Windsor, Grace Kelly, Elizabeth Taylor, Eva Peron and the Queen of Egypt, Nazli.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3386460126014-vca-ce-orchid-leather-edp-75ml.png,Van Cleef & Arpels,366,Women,Perfume,Romantic,Woody,75 ml,2021,Eau de Parfum,Cardamom,"Black Plum, Labdanum","Incense, Vanilla Absolute",en,png,750x750,"Hugo Boss Orange Man EDT, Penhaligon's Terrible Teddy, The Different Company Sublime Balkiss"
Giorgio Armani In Love With You Freeze,"Feel the sweetness of Mandarin, pear, cherry and bergamot at the top of the wonderful scent. A fragrance that expresses the joy of love, with a soft and delicate aura, thanks to the blend of lily, peony, and jasmine sambac. With a base that includes notes of woods, white musk, vetiver and patchouli, you'll feel the long-lasting sense of joyful love.
About the brand:
Giorgio Armani translates his sense of fashion and his aesthetic vision into the world of fragrances, make-up and skincare. Elegance is key: beauty, simplicity and quality are delivered through products made from the finest materials, designed to convey an understated and timeless sophistication.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614272889491_giorgio_armani_emporio_armani_in_love_with_you_freeze_eau_de_parfum_100ml_women_1.jpg,Giorgio Armani,144,Women,Perfume,Romantic,Fruity,50 ml,2020,Eau de Parfum,"Mandarin, pear, cherry, bergamot","lily of the valley, peony, jasmine sambac","woods, white musk, vetiver, patchouli",en,png,750x750,"Guerlain Idylle Old Version, Burberry Brit Sheer, S.T.Dupont Special Edition Pour Femme"
The Different Company After Midnight Refill - 100 ml,"Longing for a fragrance that drives you toward your dreams and ambitions? Try the vibrant vibes of The Different Company After Midnight fragrance! This aromatic fragrance delivers the most interesting dense resins experience through its enticing structure. Emilie Coppermann has crafted this masterpiece by involving heady spices as warming notes, melted in sweet and sensual amber. The majesty of this perfume has no end, for it captures an interesting fusion of iris, jasmine, and mastic with labdanum and benzoin to capture your senses and never let go!
About the brand:
The Different Company was established in 2000 in Paris. This brand is distinguished by the diversity of the scents and the uniqueness of the fragrances, thanks to the most talented perfumer Thierry de Baschmakoff. This brandâ€™s logo is â€œcreate and propose true luxurious fragrances.â€ Today, this brand manufactures 28 different enticing fragrances and three collections that are performed by eight internationally renowned perfumers.",https://www.thedifferentcompany.com/cdn/shop/files/AfterMidnight_72-min_2b5e09ef-b6b4-4c56-92a1-6bd47fd7a22e_1200x1200.jpg?v=1699719080,The Different Company,344,Unisex,Perfume,Extravagant,Aromatic,100 ml ,2012,Eau de Toilette,"Neroli, Angelica and Bergamot",Red Turkish Rose,White Musk,en,jpg,865x864,"IL Profvmo Silvana EDP, Dior Miss Dior Blooming Bouquet, Goutal Paris toile d'Une Nuit EDP"
